246,238,110,46,14,6,254,134,166,158,86,190,102,142,62,38,270,126,70,150,214,206,94,54,278,230,174,78,30,22,262,198,182,222,118
18,170,82,154,74,34,226,274,234,114,162,242,266,130,194,258,202,98,218,106,50,178,146,138,66,210,250,122,58,26,10,2,186,90,42
9,177,73,161,81,25,217,265,241,105,153,233,273,121,185,249,209,89,225,113,41,169,137,145,57,201,257,129,65,33,17,1,193,97,49
2,154,66,170,58,50,242,258,218,98,178,226,250,146,210,274,186,114,234,90,34,162,130,122,82,194,266,138,74,42,10,18,202,106,26
18,162,58,178,66,42,234,250,226,90,170,218,258,138,202,266,194,106,242,98,26,154,122,130,74,186,274,146,82,50,2,10,210,114,34
50,138,114,122,106,2,194,202,82,130,274,210,162,258,226,234,66,186,74,18,146,266,178,250,170,98,242,154,90,26,42,34,218,58,10
40,144,104,128,112,32,184,208,72,120,264,200,152,248,216,240,56,192,80,8,136,272,168,256,176,88,232,160,96,0,48,24,224,64,16
39,127,103,143,95,23,215,191,71,151,263,199,183,279,247,223,87,207,63,7,135,255,167,271,159,119,231,175,111,15,31,55,239,79,47
25,129,89,145,97,9,201,193,57,137,249,185,169,265,233,225,73,209,65,49,121,257,153,273,161,105,217,177,113,17,33,41,241,81,1
86,238,22,254,222,14,102,166,174,54,270,230,182,198,134,142,38,278,158,46,118,246,214,206,6,262,150,190,62,94,78,70,126,30,110
75,243,11,259,227,19,91,155,179,43,275,219,171,187,123,147,27,267,163,51,107,235,203,211,67,251,139,195,3,99,83,59,131,35,115
71,223,7,271,239,79,119,183,159,39,255,247,167,215,151,127,55,263,175,31,103,231,199,191,23,279,135,207,15,111,63,87,143,47,95
56,224,80,272,240,0,104,168,160,24,256,232,152,200,136,128,40,248,176,32,88,216,184,192,8,264,120,208,16,112,64,72,144,48,96
117,253,205,53,189,45,69,277,133,141,21,197,149,229,165,173,5,125,13,85,269,213,245,237,37,181,221,29,61,109,101,261,157,93,77
104,256,208,40,192,48,56,264,120,144,8,184,136,216,152,176,96,128,16,72,272,200,232,240,24,168,224,32,64,112,88,248,160,0,80
103,271,191,39,207,31,87,263,151,127,7,215,135,247,183,159,23,143,111,71,255,199,231,223,55,167,239,47,79,95,119,279,175,15,63
95,279,199,31,215,39,79,255,143,135,119,207,127,239,175,167,15,151,7,63,263,191,223,231,47,159,247,55,87,103,111,271,183,23,71
150,46,214,30,206,166,102,110,246,38,118,6,270,70,278,78,230,94,238,182,54,22,14,198,262,86,126,190,158,142,134,254,62,222,174
137,49,201,33,209,153,89,113,233,25,105,129,273,57,265,81,217,97,241,169,41,9,17,185,249,73,1,193,161,145,121,257,65,225,177
132,28,196,44,188,180,116,92,228,52,100,20,252,84,260,60,244,108,220,164,36,4,140,212,276,68,12,204,172,124,148,268,76,236,156
122,34,186,50,194,170,106,98,218,42,90,10,258,74,250,66,234,114,226,154,26,146,2,202,266,58,18,210,178,130,138,274,82,242,162
181,13,245,157,237,133,69,77,213,5,85,37,101,253,109,197,61,205,149,21,53,45,229,261,277,269,117,29,221,125,173,165,93,189,141
174,22,238,6,246,126,62,86,206,166,78,30,94,262,118,190,70,214,142,14,46,54,222,254,270,278,110,38,230,134,182,158,102,198,150
166,174,230,14,222,150,86,62,198,22,70,54,118,270,94,214,78,190,134,6,38,30,246,278,262,254,102,46,238,142,158,182,110,206,126
155,3,219,19,227,139,75,67,187,11,59,43,107,275,99,203,83,195,123,179,27,35,235,267,251,259,91,51,243,147,163,171,115,211,131
209,105,145,89,137,225,265,33,41,177,97,49,65,1,9,161,249,25,169,241,113,81,73,129,257,17,57,121,217,201,193,273,185,153,233
205,117,141,101,149,221,277,29,53,173,93,45,61,197,21,157,261,37,181,237,109,77,85,125,253,13,69,133,229,213,189,269,5,165,245
195,91,131,107,123,243,251,51,27,163,115,35,83,19,203,179,267,43,155,227,99,67,59,147,275,3,75,139,235,187,211,259,11,171,219
187,99,123,115,131,235,259,43,35,155,107,27,75,11,3,171,275,51,163,219,91,59,67,139,267,211,83,147,243,195,203,251,19,179,227
245,77,181,61,173,197,5,253,13,149,69,269,21,101,277,37,261,45,133,221,141,213,85,117,109,165,53,93,157,189,237,229,29,125,205
235,83,171,67,179,187,227,259,19,139,59,275,11,91,267,27,251,51,123,3,147,203,75,107,115,155,43,99,163,195,243,219,35,131,211
230,62,166,78,158,214,22,270,238,134,86,254,6,118,262,54,278,30,150,14,126,198,70,102,94,182,38,110,174,206,222,246,46,142,190
219,67,155,83,163,203,11,275,3,123,75,259,243,107,251,43,267,35,139,19,131,187,59,91,99,171,27,115,179,211,227,235,51,147,195
276,92,60,116,204,20,220,76,52,236,12,36,244,140,4,228,148,156,84,188,108,44,28,68,196,132,164,180,172,252,268,260,100,212,124
264,96,64,104,208,8,224,80,40,240,16,24,232,144,256,216,136,160,72,192,112,48,32,56,184,120,152,168,176,0,272,248,88,200,128
261,109,77,101,189,5,237,61,37,221,269,53,229,125,21,245,133,173,69,205,93,29,45,85,213,149,181,165,157,13,253,277,117,197,141
249,113,81,89,193,273,241,65,25,225,1,41,217,129,9,233,121,177,57,209,97,33,49,73,201,137,169,153,161,17,257,265,105,185,145
59,91,259,83,235,51,187,107,19,203,43,3,211,171,35,195,179,123,115,219,275,75,11,99,227,163,131,147,139,27,251,67,243,155,267
67,99,251,75,243,43,195,115,11,211,51,203,179,27,187,171,131,107,227,267,83,19,3,91,219,155,123,139,147,35,259,59,235,163,275
76,108,276,68,220,36,204,92,4,188,28,20,196,156,52,212,164,140,100,236,260,60,12,116,244,180,148,132,124,44,268,84,228,172,252
85,117,269,61,229,29,213,101,197,37,13,189,165,45,205,157,149,93,245,253,69,5,21,109,237,173,141,125,133,53,277,77,221,181,261
30,278,270,54,142,86,158,14,118,174,78,102,182,206,70,166,214,222,22,126,46,110,94,262,6,134,198,230,246,238,62,254,38,150,190
39,271,7,279,47,151,79,167,23,111,183,87,95,175,215,63,159,207,231,15,135,55,119,103,255,127,191,223,239,247,71,263,31,143,199
44,260,12,252,36,124,68,172,100,156,60,116,164,188,84,180,196,236,4,140,28,92,108,276,20,148,212,244,228,220,76,268,52,132,204
54,254,22,262,30,134,62,182,6,94,166,70,110,158,198,78,174,190,246,150,38,102,118,270,14,142,206,238,222,230,86,278,46,126,214
30,22,174,118,126,278,46,86,142,110,70,150,238,102,134,246,190,262,54,158,270,14,78,62,38,166,230,198,214,206,94,6,182,222,254
6,38,14,182,110,134,270,54,78,150,118,62,142,246,94,126,238,198,254,46,166,278,22,86,70,30,158,222,190,206,214,102,174,230,262
10,42,2,154,98,138,258,26,66,122,90,82,130,218,114,146,226,202,274,34,170,250,58,74,50,178,242,210,194,186,106,18,162,234,266
21,53,165,93,149,253,37,61,133,101,77,125,229,109,141,221,213,269,29,181,261,5,69,85,45,173,237,205,189,197,117,13,157,245,277
219,187,243,75,147,91,203,179,107,139,259,163,115,11,131,99,19,27,211,59,235,171,275,155,267,195,67,3,35,51,43,123,251,227,83
230,198,238,86,142,102,214,174,118,150,254,158,110,22,126,94,14,38,206,70,246,182,270,166,278,190,62,30,46,54,134,262,222,78,6
235,203,227,59,131,107,187,163,91,123,275,179,99,147,115,3,43,195,75,219,155,259,171,251,211,83,19,51,35,27,139,267,243,67,11
247,215,223,71,127,119,199,159,103,135,271,175,95,7,143,111,55,191,87,231,167,255,183,263,207,79,15,47,31,39,151,279,239,63,23
185,265,217,249,209,105,177,57,233,257,145,73,169,129,81,41,161,65,49,241,89,201,273,137,121,225,97,33,1,17,9,153,193,113,25
196,276,228,260,204,116,172,68,244,252,140,84,180,124,76,52,156,60,44,4,236,100,212,268,148,132,220,92,28,12,20,164,188,108,36
207,255,239,271,199,95,167,79,223,279,135,63,159,151,71,31,183,87,39,15,231,111,191,263,127,143,247,119,55,23,7,175,215,103,47
212,260,244,276,188,100,156,84,228,268,124,68,164,140,60,36,172,76,28,20,220,116,196,252,132,148,236,108,44,12,4,180,204,92,52
153,121,177,9,209,25,137,241,41,201,225,49,73,257,193,33,81,89,265,145,169,233,217,129,1,65,97,113,105,273,185,161,17,57,249
160,128,168,16,200,32,144,232,48,208,216,40,80,248,184,24,72,96,272,136,0,176,240,224,120,56,88,104,112,264,192,152,8,64,256
172,140,164,196,44,124,228,28,188,244,36,60,276,212,52,68,108,252,132,12,156,220,236,148,20,84,116,100,92,260,204,180,4,76,268
179,147,155,3,187,51,131,219,35,195,235,27,67,267,203,43,59,115,259,123,19,163,227,243,139,11,75,107,91,99,251,211,171,83,275
120,152,144,40,256,240,264,168,208,8,272,232,192,16,104,224,0,112,56,176,24,248,136,200,184,160,32,96,64,80,72,216,128,48,88
129,161,137,49,249,233,1,273,177,201,17,265,241,185,9,113,217,105,65,169,33,257,145,209,193,153,25,89,57,73,81,225,121,41,97
136,168,128,24,272,224,8,248,152,192,256,216,208,0,88,240,16,96,72,160,40,264,120,184,200,176,48,112,80,64,56,232,144,32,104
149,181,125,37,269,221,21,261,165,189,5,253,229,205,101,237,13,93,85,157,53,277,133,197,213,173,45,109,77,61,69,245,141,29,117
18,154,74,34,194,234,114,266,130,218,106,50,138,66,202,98,210,178,146,170,82,162,226,242,274,258,250,122,58,26,10,2,186,90,42
12,164,84,28,188,244,108,276,124,228,116,44,148,60,212,92,204,172,140,180,76,156,220,236,268,252,260,132,68,36,20,4,196,100,52
7,175,63,55,215,223,103,255,151,239,95,39,127,87,191,119,199,167,135,159,71,183,247,231,263,279,271,143,79,47,15,23,207,111,31
16,176,64,40,200,224,88,256,136,240,96,24,128,72,192,104,184,152,120,160,56,168,232,216,248,264,272,144,80,48,0,8,208,112,32
52,124,108,4,228,204,84,260,164,188,76,20,252,172,100,236,68,244,148,268,180,140,116,132,196,212,276,156,92,28,44,36,220,60,12
40,128,112,32,216,208,72,248,152,192,80,8,256,176,88,240,56,232,136,272,168,144,104,120,184,200,264,160,96,0,48,24,224,64,16
37,141,93,21,245,189,69,277,181,205,61,5,269,157,117,221,85,229,133,253,165,125,101,149,213,197,261,173,109,13,29,53,237,77,45
27,147,99,11,235,195,59,267,171,211,67,51,275,163,107,227,75,219,123,259,155,131,91,139,203,187,251,179,115,19,35,43,243,83,3
87,255,223,15,103,135,175,55,279,199,159,47,119,263,207,7,143,39,151,247,215,239,23,271,231,167,183,191,63,95,79,71,127,31,111
75,259,227,19,91,123,179,43,267,187,163,51,107,251,211,67,147,27,139,235,203,243,11,275,219,155,171,195,3,99,83,59,131,35,115
66,266,234,74,114,146,154,34,258,210,170,26,98,274,186,18,122,50,130,226,194,218,2,250,242,178,162,202,10,106,58,82,138,42,90
59,275,243,3,107,139,163,27,251,203,179,35,91,267,195,11,131,43,123,219,187,227,83,259,235,171,155,211,19,115,67,75,147,51,99
113,185,41,65,161,137,17,225,121,9,81,233,33,169,1,177,265,209,257,241,249,201,49,193,129,145,273,217,25,57,105,97,153,89,73
107,195,51,59,155,147,11,219,131,19,75,243,27,179,99,171,275,203,251,235,259,211,43,187,123,139,267,227,35,67,115,91,163,3,83
97,201,25,81,177,121,1,241,137,105,65,217,49,153,17,161,249,193,273,225,265,185,33,209,145,129,257,233,41,73,89,113,169,9,57
93,213,37,77,173,133,117,237,149,5,61,229,45,165,13,157,261,189,269,221,277,197,29,205,141,125,253,245,53,85,101,109,181,21,69
144,256,24,200,160,264,64,104,240,0,88,232,176,272,8,192,72,224,80,48,16,40,208,32,96,112,120,184,152,136,128,248,56,216,168
141,253,37,213,157,277,61,117,237,133,101,245,173,269,21,189,85,221,77,45,13,53,205,29,93,109,5,197,165,149,125,261,69,229,181
128,272,40,184,176,248,80,88,224,16,104,216,160,256,136,208,56,240,64,32,0,24,192,48,112,96,8,200,168,120,144,264,72,232,152
123,267,51,195,171,259,75,99,219,11,115,227,155,251,3,203,67,235,59,27,147,35,187,43,107,91,19,211,179,131,139,275,83,243,163
182,158,238,134,102,78,214,278,38,62,206,150,46,230,254,110,198,270,118,22,54,14,246,262,6,70,86,30,222,126,174,166,94,190,142
171,3,243,123,91,83,203,267,27,67,211,139,51,219,259,115,187,275,107,11,43,19,235,251,163,59,75,35,227,131,179,155,99,195,147
161,9,217,145,113,57,193,257,49,73,185,129,25,241,265,89,209,249,97,1,33,169,225,273,17,81,65,41,233,137,153,177,105,201,121
159,23,231,143,111,71,191,255,47,87,199,127,39,239,279,103,207,263,95,183,31,7,223,271,15,79,63,55,247,151,167,175,119,215,135
214,94,142,230,6,46,182,70,254,30,174,246,78,134,14,166,22,118,278,86,262,110,150,102,270,38,54,62,126,222,206,198,190,158,238
206,102,150,222,198,54,174,62,262,38,182,238,86,126,22,158,14,110,270,78,254,118,142,94,278,30,46,70,134,230,214,190,6,166,246
193,105,121,241,17,25,161,81,265,41,153,225,57,145,201,177,1,97,257,65,273,89,129,113,249,49,33,73,137,233,185,209,9,169,217
187,115,131,235,11,35,155,75,275,51,163,219,67,139,3,171,211,91,251,59,267,99,123,107,259,43,27,83,147,243,195,203,19,179,227
245,61,173,197,37,253,13,149,101,221,141,213,109,165,45,133,53,261,85,117,77,181,69,5,269,21,277,93,157,189,237,229,29,125,205
232,64,176,184,24,256,16,136,88,0,144,200,112,152,48,120,40,248,72,104,80,168,56,224,272,8,264,96,160,192,240,216,32,128,208
224,72,152,208,48,264,232,128,112,8,120,192,88,176,24,144,32,272,64,96,56,160,80,16,248,0,256,104,168,200,216,240,40,136,184
218,82,162,202,42,274,2,122,106,18,130,186,98,170,34,138,26,266,58,90,66,154,74,10,258,242,250,114,178,210,226,234,50,146,194
272,128,56,136,216,176,80,32,8,184,144,64,24,152,168,224,104,208,96,40,192,88,160,72,200,232,240,112,48,16,0,248,264,256,120
269,125,69,149,229,173,77,29,21,197,141,61,37,165,181,221,117,205,93,53,189,101,157,85,213,245,237,109,45,13,261,5,277,253,133
257,145,73,121,233,161,65,49,265,201,129,81,41,169,153,241,89,193,113,25,209,105,177,57,185,217,225,97,33,1,17,9,249,273,137
253,141,85,133,245,157,61,45,5,213,125,77,53,181,165,237,101,189,109,37,205,117,173,69,197,229,221,93,29,277,13,21,261,269,149
163,91,259,171,187,147,115,3,43,219,275,179,99,123,139,195,75,243,67,11,227,59,131,107,235,203,211,83,19,51,35,27,251,155,267
159,103,255,183,199,143,111,55,231,271,175,95,7,135,151,191,87,239,63,23,223,71,127,119,247,215,207,79,15,47,31,39,263,167,279
183,111,279,159,207,135,103,23,31,239,263,167,119,15,143,127,215,63,231,87,247,79,151,95,223,191,199,71,7,39,55,47,271,175,255
171,115,267,163,211,123,91,11,35,243,251,155,107,19,147,131,203,67,219,75,3,235,83,139,99,227,195,187,59,27,43,51,275,179,259
193,265,201,153,241,17,97,73,121,209,1,89,257,217,233,161,41,145,33,105,129,25,273,225,9,137,169,177,49,113,81,65,57,249,185
187,3,275,211,163,235,11,91,83,131,203,99,251,227,243,155,51,139,27,115,123,35,267,219,19,147,179,171,43,107,75,59,67,259,195
209,9,249,185,169,225,1,113,57,137,193,17,105,273,233,217,177,25,129,49,89,145,41,257,241,121,153,161,33,97,65,81,73,265,201
205,21,261,197,181,221,109,69,149,189,13,117,269,245,229,173,37,125,45,101,141,53,253,237,5,133,165,157,29,93,61,77,85,277,213
230,30,238,126,278,214,54,70,110,158,270,246,38,62,190,262,206,134,14,182,6,78,166,198,46,174,142,150,22,86,118,102,94,222,254
222,38,246,134,270,206,46,62,118,166,278,238,30,70,198,254,214,126,22,174,86,158,6,190,54,182,150,142,14,78,110,94,102,230,262
243,43,219,139,259,195,35,83,91,171,251,227,51,75,203,275,187,147,163,19,59,179,11,211,27,155,123,131,3,67,99,115,107,235,267
235,51,227,147,251,187,27,75,99,179,259,219,43,83,211,267,195,139,3,155,11,67,171,19,203,35,163,131,123,59,91,107,115,243,275
0,184,8,88,48,208,160,136,256,56,16,192,152,264,24,40,96,232,80,224,168,272,64,216,32,200,72,104,112,240,176,144,128,120,248
193,17,97,41,201,153,145,249,65,9,185,161,273,33,49,89,241,73,217,177,265,57,225,25,209,81,113,105,233,169,137,121,129,257,1
16,200,104,32,192,176,120,272,72,0,208,168,248,40,24,112,216,64,240,152,256,80,232,48,184,56,88,96,224,160,128,144,136,264,8
14,214,6,118,30,190,174,134,270,86,206,182,262,54,38,110,230,62,238,166,254,78,246,46,198,70,102,94,222,158,126,142,150,278,22
36,220,252,44,60,20,244,132,172,92,52,228,124,12,68,204,276,116,196,140,100,188,268,4,236,260,108,76,84,212,148,180,164,156,28
27,227,259,51,67,11,235,123,179,99,43,219,131,3,19,59,211,267,107,187,147,91,195,275,243,251,115,83,75,203,139,171,155,163,35
51,235,267,27,75,3,227,147,155,107,35,243,139,11,83,187,259,99,211,123,115,203,251,19,219,275,91,59,67,195,131,163,179,171,43
43,243,275,35,83,219,139,163,115,27,235,147,19,3,75,195,251,91,203,131,107,211,259,11,227,267,99,67,59,187,123,155,171,179,51
66,122,74,258,26,114,146,226,202,82,130,218,90,266,106,274,34,170,18,162,234,2,154,98,138,10,42,50,178,242,210,194,186,58,250
59,131,83,251,35,107,139,219,211,3,75,123,227,99,275,115,267,27,179,11,155,243,163,91,147,19,51,43,171,235,203,187,195,67,259
85,141,61,277,45,101,133,245,189,13,69,149,237,109,253,93,261,53,157,5,181,221,21,173,117,125,29,37,165,229,197,213,205,77,269
76,148,68,268,52,92,124,236,196,20,60,140,244,116,260,100,252,44,164,172,228,12,180,108,132,4,36,28,156,220,188,204,212,84,276
96,152,104,264,80,176,192,232,24,248,112,160,184,56,72,0,136,48,128,200,32,120,64,168,40,256,8,272,16,144,208,240,224,216,88
94,166,118,6,278,78,174,190,246,38,262,110,158,198,70,86,150,46,126,214,30,134,62,182,54,254,22,270,14,142,206,238,222,230,102
117,173,93,13,253,69,165,213,221,45,269,101,181,205,77,61,21,125,37,149,189,53,141,85,157,29,277,261,5,133,197,229,245,237,109
104,176,96,16,256,56,152,200,224,48,272,88,168,208,80,64,8,128,24,136,192,40,144,72,160,32,264,0,248,120,184,216,232,240,112
21,197,173,85,213,245,237,117,205,101,253,125,61,29,13,5,165,141,69,157,77,37,149,229,261,277,269,133,181,221,109,53,189,93,45
11,187,179,75,203,235,243,107,211,91,259,131,67,35,19,3,155,147,59,163,83,27,139,219,251,267,275,123,171,227,115,43,195,99,51
1,209,153,65,193,225,217,97,185,113,265,137,73,41,9,17,177,121,81,169,57,49,129,241,273,257,249,145,161,233,89,33,201,105,25
16,200,160,56,184,216,224,88,192,104,272,144,80,48,0,8,168,128,72,176,64,40,120,232,264,248,256,136,152,240,96,24,208,112,32
51,227,139,115,243,211,203,83,235,67,275,155,91,27,43,35,131,251,171,99,123,107,3,267,179,195,259,163,147,187,75,19,219,59,11
41,217,145,105,233,201,209,73,241,57,265,161,97,1,49,25,121,257,177,89,129,113,33,273,169,185,249,153,137,193,81,9,225,65,17
34,242,122,98,226,194,186,66,218,82,258,170,106,10,26,50,146,266,154,114,138,90,18,250,162,210,274,178,130,202,58,2,234,74,42
27,235,131,91,219,187,195,59,227,75,251,179,115,19,35,43,139,275,163,107,147,99,11,259,155,203,267,171,123,211,67,51,243,83,3
